Sequin	MixA	Type	Transcript	Classcode	TPM	nbReads
R2_154_1	0	FP	58:891|fe41abf9-08a7-45dc-a351-c659f5f2e1a6	j	269.369278	2025.000
	
R2_154_1	0	FP	58:897|0cbaeb9d-95f1-448a-861c-bee4ea6693de	j	1588.832938	10649.000
	
R2_154_1	0	FP	58:992|f2ecda0c-0ffb-4485-a0ab-6ffbd2fd5482	k	262.774637	2026.000
	
R2_117_1	0	FP	59:1003|3c6886d2-767c-44cf-b3de-388cf6134fd2	j	66.854879	548.000
	
R2_14_1	0	FP	59:1003|78e61601-5b9c-48a0-9ee5-b43983e6da11	j	4891.308934	18773.000
	
R2_14_1	0	FP	59:1007|3492e8e4-b117-47ea-9f01-8d32b816f6bc	j	712.314915	5371.000
	
R2_154_1	0	FP	59:1007|9f147e35-63d0-4b65-b7c9-47bf083ea779	k	259.972676	2025.000
	
R1_92_1	0	FP	59:1084|f8e4a69d-61a7-4853-9ed2-6d6efd934ae4	y	268.769902	2340.000
	
R1_22_1	0	FP	59:1110|6eae74c0-4faf-497e-bc58-681c1d1d3909	j	143.628547	1283.000
	
R1_73_1	0	FP	59:1124|e7973e36-1a5e-4ace-b856-2a663455e56a	j	742.823876	6913.000
	
R2_14_1	0	FP	59:1130|72454716-c5e2-424a-9632-601ca16b871a	j	734.971892	6790.000
	
R2_14_1	0	FP	59:1141|e826c654-801c-4bef-a02d-d1f8a3daa5f8	j	723.020215	6786.000
	
R2_154_2	0	FP	59:1271|d54db454-48b7-4df8-b06e-4b99bd3e1cea	x	2.603308	14.000
	
R1_22_1	0	FP	59:1283|53931711-9af0-4d31-91d4-c02105d6442a	j	128.396128	1333.000
	
R2_150_2	0	FP	59:1762|4a63b502-f432-4bae-b9b6-deb43f07b930	j	166.312372	2702.000
	
R2_7_2	0	FP	59:1801|fbf18329-c57b-4099-9b8d-25c215ec6f22	j	215.617103	3608.000
	
R1_13_1	0	FP	59:2005|d99613e7-4936-484f-a9b1-5c87c1c5be42	j	40.315008	770.000
	
R2_53_2	0	FP	59:2049|35672f88-c8bd-4a1f-a9d2-3feffe8dad71	j	92.211849	1780.000
	
R1_11_1	0	FP	59:322|42d49f5a-d40c-4826-9e3e-209ef8de5e34	x	3.787503	1.000
	
R1_33_1	0	FP	59:609|8924bc11-728d-4cc1-be1f-34ed8795ca1f	j	90.116921	302.000
	
R2_14_1	0	FP	59:677|cfac55db-85f5-4ad2-ba4f-22eb7cce4e11	j	4633.934827	18782.000
	
R2_14_1	0	FP	59:678|2d33a324-54a3-4237-b448-422978c4eeb1	j	4804.706579	18767.000
	
R2_41_1	0	FP	59:692|a40e6bf1-14b1-4b58-af9e-720871a7faef	j	862.482473	3486.000
	
R1_92_1	0	FP	59:785|774c313c-9345-41a0-a876-7cc08fc69ca3	j	243.561323	1285.000
	
R1_11_2	0	FP	59:821|0cba6250-bb31-41b7-bd7d-1b61fe8c3469	j	1851.666391	11027.000
	
R2_154_1	0	FP	59:997|ee68a2f1-ca48-4594-9fbb-d73fdebde7f5	k	263.031178	2025.000
	
R2_14_1	0	FP	60:1003|b0b3f927-c6f6-4028-8ad7-5485f879665f	j	4836.070013	18780.000
	
R2_14_1	0	FP	60:1020|a164f9de-8ae1-40cb-8953-6fff3ee86b92	j	670.881764	5370.000
	
R2_150_2	0	FP	60:1054|3c5d1088-c0e8-4b95-ac47-7fdd4b0b8efe	j	114.204853	940.000
	
R2_117_1	0	FP	60:1077|43f0a211-6c9d-4b76-a6f9-18af12047378	j	56.249443	491.000
	
R2_14_1	0	FP	60:1118|289f26d8-67bd-4170-bc23-6ee1948d42ef	j	735.367100	6777.000
	
R2_14_1	0	FP	60:1141|552a9afc-a9a4-4065-858d-e9769202e5cf	j	737.728417	6757.000
	
R1_73_1	0	FP	60:1194|23bd9914-5fa5-4fe8-a5fa-80cfaec37a2e	j	603.730290	6678.000
	
R2_14_1	0	FP	60:1296|90ba5cf8-fe4b-477e-9bd8-8438f9fda5ea	j	727.250189	6801.000
	
R2_150_2	0	FP	60:1389|796e4c8c-1b42-4290-8383-51f83f552e1b	j	163.051530	2937.000
	
R2_42_1	0	FP	60:1427|be7422f9-b7d1-4cd0-9f2d-45fde1c0faab	j	111.541049	1403.000
	
R2_42_1	0	FP	60:1446|16dce5f9-d116-40b1-b35b-2eed19534d5e	j	111.240669	1403.000
	
R2_72_3	0	FP	60:1530|7aab2f75-ecc7-4360-9dae-b58f9615528b	j	109.809386	1513.000
	
R2_53_2	0	FP	60:1733|27efc958-a04a-4483-9e90-d02de7b12cce	j	105.129795	1683.000
	
R1_73_1	0	FP	60:1791|ccfdbc4e-08e7-44a7-af8e-b73dd9a945ef	j	55.204074	975.000
	
R2_7_2	0	FP	60:1842|7f5535fd-146c-44b9-a726-bf08cc01816c	j	209.805566	3487.000
	
R1_73_1	0	FP	60:1881|d179f442-09dd-4ad5-82e2-f17becdee24c	j	313.785470	5407.000
	
R1_73_1	0	FP	60:1905|d622ba19-3696-4a05-88c1-2519185ca050	j	612.834749	11018.000
	
R1_73_1	0	FP	60:1988|9ce0326d-b7bf-4dd8-9c3a-12fac874a743	j	605.493147	11407.000
	
R1_73_1	0	FP	60:1991|7ccb13f8-a363-4b62-a9bb-fee5fcd9e010	j	607.966611	11371.000
	
R2_6_2	0	FP	60:235|26ff4e35-14c3-4366-912e-7c9ac6f52e03	o	740.459897	58.000
	
R2_6_1	0	FP	60:618|73a97376-7182-4410-bcda-583c8e76e4ac	j	1109.719340	3543.000
	
R2_42_2	0	FP	60:624|18254c31-70f3-4092-afcc-d1a3ecb4dca5	s	0.868785	3.000
	
R2_65_1	0	FP	60:641|bddc6477-c322-4952-ac81-c4e54162615e	o	207.433490	775.000
	
R2_154_1	0	FP	60:677|4ed2a168-4b4a-4054-a682-bf44034d66a7	o	1993.215859	10358.000
	
R2_14_1	0	FP	60:680|613e70df-afa7-4a9a-ab32-a5edcac18c6f	j	4681.055963	18761.000
	
R2_14_1	0	FP	60:681|f73aea82-70b0-4891-b733-77c363f98d9d	j	4864.693081	18781.000
	
R2_41_1	0	FP	60:682|503796b1-0298-4ce0-9042-b394fd68fe69	j	825.249106	3485.000
	
R1_14_1	0	FP	60:685|f0871e44-6a03-4de7-a82d-85902260c816	x	2.406717	10.000
	
R2_41_1	0	FP	60:693|6dacfe10-3220-4f3b-9542-9d4a579c51bd	j	869.791647	3486.000
	
R2_7_2	0	FP	60:714|3d587c69-ac8e-4613-9579-82b1b6da5297	j	413.349560	1783.000
	
R1_31_2	0	FP	60:733|0b168723-2ba5-4690-909e-b4c5c186407a	j	272.446773	1277.000
	
R1_11_2	0	FP	60:826|6852a128-6dba-47d3-80af-c5c96d5334a8	j	1875.959953	11023.000
	
R1_11_2	0	FP	60:828|52799d55-fb84-43d5-9907-e3136209b56b	j	1840.998479	11026.000
	
R1_11_2	0	FP	60:853|993a1174-c760-496c-8636-487fca49a591	j	1796.841689	11026.000
	
R1_11_2	0	FP	60:858|8ba9c6f9-43b1-4045-bb39-dc240b3510d3	j	1844.485218	11026.000
	
R2_154_2	0	FP	60:872|16b2eb48-0b97-4b54-8503-a2578f32dbe1	x	2.353282	15.000
	
R2_154_2	0	FP	60:917|5081d053-392e-40a2-abe8-027b63d3a579	s	2.488071	16.000
	
R1_73_1	0	FP	60:920|b2eb893d-616a-465c-8488-411fbd658d4b	j	778.402057	5931.000
	
R1_73_1	0	FP	60:930|14845135-aa53-4b90-b8b2-985bc88e3be9	j	202.414939	1595.000
	
R2_38_3	0	FP	60:944|948ba966-f9cb-4420-af23-626faf068b36	j	899.952284	6256.000
	
R2_154_1	0	FP	60:969|9b382685-6e49-42ad-8810-ef10941e7901	j	272.373710	2026.000
	
R1_73_1	0	FP	612:2493|5eb8c8d2-b1f6-4154-95aa-d2903ed32ed3	j	603.189824	11268.000
	
R2_150_2	0	FP	61:1245|0f116d15-901f-4524-8e20-9c8c03605d8c	j	343.471003	3632.000
	
R2_26_1	0	FP	61:1475|aa473039-4ca7-459b-9545-c8a1dee39cb0	j	13.829671	181.000
	
R1_73_1	0	FP	61:1523|5be1e8d2-6408-4b7e-a34a-1da156fd0791	j	637.593186	8619.000
	
R2_53_2	0	FP	61:1858|0d08d35f-a795-4975-8953-2de025f10b02	j	93.186119	1419.000
	
R1_103_2	0	FP	61:1899|a576bbcf-faf8-44eb-a9b8-e55b41419395	j	165.487232	2979.000
	
R1_103_2	0	FP	61:1906|c3a771c3-1697-4d50-ad74-fe7a4ce0476c	j	166.563304	3021.000
	
R1_103_2	0	FP	61:1937|3565f571-ee78-4c95-888f-29056a43b024	j	164.835861	2999.000
	
R1_73_1	0	FP	61:1979|b3d35fb6-ee11-4b12-b33b-5c878eade360	j	602.707947	11375.000
	
R2_53_2	0	FP	61:1994|806d4322-31a9-4210-acc1-66be96576c16	j	106.221556	1757.000
	
R1_13_1	0	FP	61:2034|fa2d23e2-e504-4e19-a1eb-ef10d30d1f7a	j	40.362860	770.000
	
R2_72_3	0	FP	61:2094|3e792ea6-6d24-42a8-8a3f-51b11a8119e9	j	175.287163	3080.000
	
R1_73_1	0	FP	61:2144|3fd51f9e-4ffa-45c6-ab83-ed97b3a5d270	j	356.015830	6175.000
	
R2_6_2	0	FP	61:232|dedd6ecf-2565-4dd0-8cc7-b10d40e23486	o	663.860598	52.000
	
R2_6_1	0	FP	61:493|b03c2d5b-db68-4cc3-937d-982f810b1979	j	213.455752	464.000
	
R2_14_3	0	FP	61:536|e7a3a839-1357-48b2-b10b-8a1aa3d540e5	o	39.037166	99.000
	
R2_6_1	0	FP	61:606|2654467b-d47c-4392-808c-a4fdccf9e774	j	1108.988506	3616.000
	
R2_14_1	0	FP	61:641|f03f0568-9ea1-4ba2-90aa-5f4f11c1ab0d	j	4893.393335	18781.000
	
R2_38_3	0	FP	61:649|78772258-87e2-4dbf-b1c6-081fd60e8426	j	115.665679	440.000
	
R2_14_1	0	FP	61:657|65cbec51-66d8-4104-a955-65ac2fde452e	j	4864.952103	18782.000
	
R1_73_1	0	FP	61:668|99e12871-4a73-4406-ba54-75d65fada201	j	319.308053	1869.000
	
R2_14_1	0	FP	61:682|cb58d81b-8bf9-49d7-adc0-523d45a1ad5e	j	4757.956646	18746.000
	
R1_14_1	0	FP	61:712|52778f20-38ca-45ad-a160-b1831d052324	x	2.398992	11.000
	
R2_38_3	0	FP	61:731|748d1933-35ff-4590-98e6-e6f55e98b28f	j	478.881402	2147.000
	
R1_73_1	0	FP	61:844|91732ca1-349d-4c09-975d-a90f07eae8fd	j	1058.930230	5359.000
	
R2_154_2	0	FP	61:857|3275392e-2778-44a6-aa46-ceeafafa6801	j	1697.814257	10649.000
	
R2_154_2	0	FP	61:912|6f907287-2d3b-459e-918a-fde04eec1864	s	2.328467	15.000
	
R2_38_3	0	FP	61:930|01ee9303-805e-4228-9554-0f19b3b8f8b9	j	892.126425	6242.000
	
R2_154_1	0	FP	61:969|1565d9e7-b40d-4dba-a9b3-2a255753ef97	j	273.488075	2025.000
	
R2_154_1	0	FP	61:986|76172f41-1413-4831-91aa-3ecf3acefe4b	j	265.898258	2026.000
	
R2_14_1	0	FP	62:1004|c2f43b03-eebf-4c89-b9b5-a1346f4e15f0	j	4936.295717	18778.000
	
R2_65_1	0	FP	62:1016|63a8b0a5-77ad-46b5-873b-391e3e193026	x	0.644719	5.000
	
R2_140_1	0	FP	62:1026|947b57ee-2008-481e-b7dd-d351de9a2912	o	11.087532	89.000
	
R1_33_1	0	FP	62:1053|ef6ac1d4-fa35-48c9-851b-0a141c378f15	j	2.749464	24.000
	
R2_46_1	0	FP	62:1068|298f229f-7a91-43e6-98b0-2919ba08f05b	j	60.496000	513.000
	
R2_28_3	0	FP	62:1075|45e33c98-311a-4a08-8bc3-3ab698abfa97	m	54.015064	477.000
	
R1_22_1	0	FP	62:1114|ef6279b5-416d-44d6-8491-2f65ad9d3cce	j	146.087118	1300.000
	
R2_14_1	0	FP	62:1143|72b53cab-8bfe-45a7-9d54-9f1daf456071	j	763.272314	6749.000
	
R1_73_1	0	FP	62:1256|10fa3ae7-325b-40b2-9946-7a32981e27ee	j	625.047470	7395.000
	
R2_38_1	0	FP	62:167|f5a9e503-679b-4be5-8d65-0175819a79db	o	538.744283	26.000
	
R1_73_1	0	FP	62:1706|20d4b52d-06dc-4a63-b38e-ae23e0abf898	j	546.801577	8506.000
	
R1_73_1	0	FP	62:1983|2526253e-acc0-4460-b434-c4d3f7f7784f	j	280.493217	3598.000
	
R2_53_2	0	FP	62:2011|c92fa7b8-d2c6-4405-a5b4-e1f81055072c	j	106.513173	1757.000
	
R1_73_1	0	FP	62:2948|29d4e870-0d45-4cd6-b622-8e12a51e67ed	j	294.590547	8725.000
	
R1_73_2	0	FP	62:392|6e4f1fdb-fc01-4000-b6e0-46a0598b7e4a	x	0.000000	0.000
	
R2_154_2	0	FP	62:405|d084574d-f507-4fd6-8310-709c6faba8d5	o	896.350590	1918.000
	
R2_150_2	0	FP	62:546|2526eb68-2923-477e-896a-9b98cd735f2e	x	0.000000	0.000
	
R1_14_1	0	FP	62:577|7239e1b0-fb3c-4562-a429-e49a9872e92d	o	209.245847	642.000
	
R2_6_1	0	FP	62:634|a9e99c6c-9bd5-44c0-9baf-0908097ebc2d	j	1100.566755	3601.000
	
R1_14_1	0	FP	62:636|1b05768a-ed13-471b-b972-5f67e4b2f5e8	x	1.862306	7.000
	
R2_6_1	0	FP	62:654|b857c6f7-b29c-4a65-82ef-459499ffdad8	j	944.152990	3613.000
	
R2_14_1	0	FP	62:658|5f1cb40d-2275-4c15-815a-e4d970b523cb	j	4872.766189	18757.000
	
R2_14_1	0	FP	62:659|f4e00721-8d39-4762-99fd-35150bf0f6ec	j	4769.377447	18737.000
	
R2_14_1	0	FP	62:674|3dcc9208-2751-4f7a-842f-020ce8c5a7f7	j	4848.402715	18773.000
	
R2_41_1	0	FP	62:687|d5c392cf-68fd-42f5-9090-18207f044829	j	808.152869	3486.000
	
R2_14_1	0	FP	62:690|3cc7883f-2ccb-48e2-b40e-e46ed933581e	j	4917.192315	18761.000
	
R1_92_1	0	FP	62:735|bcb73a1a-a580-46ae-b1b0-3a146b878eef	j	261.732257	1209.000
	
R1_31_2	0	FP	62:738|c6ab6604-87de-4f22-8371-c03b259074aa	j	275.993376	1278.000
	
R1_13_1	0	FP	62:757|277fcb27-0511-49cb-a584-8ababab2b774	j	21.285895	107.000
	
R1_11_2	0	FP	62:802|c66cb496-46e4-4ad2-8b4e-eff5d6410533	j	1852.505997	11032.000
	
R2_150_2	0	FP	62:815|e6171b55-cf2f-4241-8cff-df9f5686eb3a	j	500.516939	2839.000
	
R2_38_3	0	FP	62:823|60d1a4fd-a47a-4555-bfb0-aa1197b2e271	j	888.608190	5322.000
	
R1_11_2	0	FP	62:831|5d5efe83-484f-4728-b32a-0a4470fc3eb7	j	1851.498470	11026.000
	
R1_11_2	0	FP	62:837|206b4547-353a-44ee-a889-5037e6e465c2	j	1873.201631	11028.000
	
R2_14_3	0	FP	62:839|432aa47b-7a1b-4a37-a9e6-b406ad2e5790	j	239.570558	1386.000
	
R2_65_1	0	FP	62:845|498af841-463b-407b-b0fb-c937df012a9f	o	1002.095361	5979.000
	
R2_154_1	0	FP	62:919|9b60e3d8-05d1-4709-97d8-2e66be3391d7	j	1559.702774	10648.000
	
R2_38_3	0	FP	62:940|4bbde33b-407d-4629-a5aa-3babacdfc3de	j	895.453101	6245.000
	
R2_6_1	0	FP	639:921|d1e07b8e-74ac-4b29-891e-81db3e2555fc	j	131.115372	66.000
	
R1_92_1	0	FP	63:1085|fe5e7e08-cc9b-4469-a9cf-c6721caad835	y	271.720265	2338.000
	
R1_33_1	0	FP	63:1086|0efd47ae-f649-432a-b74f-98473f5971e9	j	67.247298	587.000
	
R1_22_1	0	FP	63:1099|c3eb4857-6a15-4c84-854d-5ea313f4c22e	j	145.531654	1300.000
	
R2_14_1	0	FP	63:1128|cb45dc35-4910-400e-8806-9a238f8cd04b	j	736.849083	6799.000
	
R2_14_1	0	FP	63:1144|e4e50a91-50c2-4e4e-9d30-87d272fd4aba	j	733.390852	6792.000
	
R2_14_1	0	FP	63:1162|4332083b-9ae3-4bc3-aa3d-974cdc0e6d2f	j	711.327091	6789.000
	
R1_73_1	0	FP	63:1247|f89fa877-5adb-4c5a-a2c6-a4dbf30d4f81	j	648.883533	7486.000
	
R1_73_2	0	FP	63:1279|42ced18b-174b-4898-9d41-9f2c9ede06ff	j	114.857639	1039.000
	
R2_32_2	0	FP	63:1328|e94682a2-4882-481a-8b30-51082bbe030d	j	13.304772	155.000
	
R1_73_1	0	FP	63:1377|965e8f38-edde-4c11-8e80-ec2ed4915962	j	670.928908	7991.000
	
R2_42_1	0	FP	63:1433|d8c70734-fbda-46b0-8b76-9884c1772872	j	110.743616	1403.000
	
R1_73_1	0	FP	63:1445|3b8126fa-ac5c-4245-aef0-9d6d0b907c1f	j	577.405304	7387.000
	
R2_28_2	0	FP	63:1563|1ba5600c-e66f-4050-9fec-9ccaca2c1045	x	0.000000	0.000
	
R2_53_2	0	FP	63:1607|9ac50690-4163-46fc-85dc-5b0b1d77664a	j	15.490894	218.000
	
R2_150_2	0	FP	63:1674|b86e6196-2c7c-4778-9d9a-ed88250ea604	j	174.451350	2694.000
	
R2_150_2	0	FP	63:1749|132bc648-e64c-4660-ac87-7ed8a28f7e0d	j	168.956536	2766.000
	
R1_103_2	0	FP	63:1923|9f5712fe-6153-4f08-8bab-653a5b7cda32	j	165.158490	3003.000
	
R1_103_2	0	FP	63:1945|57111fcf-8461-4d62-be8b-0db3f12072a4	j	165.220606	3006.000
	
R1_73_1	0	FP	63:1982|dd2d775d-8993-4647-a558-2de10598508a	j	598.332350	11245.000
	
R1_73_1	0	FP	63:1999|ee0bd0b2-312d-4741-80ee-157dc48a39f4	j	603.680880	11243.000
	
R1_73_1	0	FP	63:2631|e8a963d2-1029-4b4f-910f-52c5d0116261	j	130.058597	3397.000
	
R2_14_3	0	FP	63:418|ed00ff04-65de-4bfb-895f-13bda1739be7	x	1.784309	2.000
	
R1_73_2	0	FP	63:580|79c17e30-48d8-42a0-b603-e8a8931e653e	o	84.013334	448.000
	
R2_6_1	0	FP	63:645|f13dd40d-ac61-4494-99ce-4adfb93aaf9f	j	980.860533	3598.000
	
R2_42_1	0	FP	63:665|f6ca50ab-8d34-4651-b011-0380e3ad59e2	j	605.447472	2358.000
	
R1_14_1	0	FP	63:667|24ea380d-b776-42ad-ac01-4faf03deffc6	o	4007.875452	16789.000
	
R2_38_3	0	FP	63:674|89c6f00d-3bd4-47a8-97b8-f7fc14834e98	j	1261.050321	4997.000
	
R2_14_1	0	FP	63:677|f5f578ef-b453-46bb-a08c-302997620c4d	j	4633.194660	18779.000
	
R1_11_2	0	FP	63:703|fd8ad258-3b6c-4a91-bef5-1ca500730180	j	1243.498829	5744.000
	
R2_41_1	0	FP	63:705|56576e46-e13b-4361-9943-793de4f88f05	j	834.434263	3486.000
	
R1_14_1	0	FP	63:737|4ba494e8-30aa-4cfd-835d-1f207de218e7	k	3533.660243	17683.000
	
R1_14_1	0	FP	63:753|51188983-9264-4cb3-a9de-593863c6e449	x	3557.607063	17682.000
	
R1_11_2	0	FP	63:757|623f75e4-0917-4fcb-a86c-fb0dde90d58e	j	1697.513330	8879.000
	
R1_11_2	0	FP	63:773|5e376d82-8988-4c5f-ae6e-5d987e78f9aa	j	701.116276	3572.000
	
R2_150_2	0	FP	63:775|2da44583-49e4-4249-ad7a-05fab9a5c5f7	j	154.770341	778.000
	
R1_11_2	0	FP	63:869|5cb6ac28-29c4-4740-bc8d-2bb3a37eeed1	j	1851.330549	11025.000
	
R2_38_3	0	FP	63:889|34c58c18-4037-4030-9f99-0a89b36ddc96	j	952.555819	6255.000
	
R2_154_2	0	FP	63:899|562a619a-06dc-4269-9a9f-ffe2122e5cf4	s	2.158065	14.000
	
R2_154_2	0	FP	63:904|f4f31d0d-24e9-4fbb-8b99-afc2f7b1d445	s	2.794161	18.000
	
R2_14_1	0	FP	63:965|2b7a51cf-54e2-4b6b-b5ac-7f7d1b17c68f	j	647.958906	4673.000
	
R2_150_2	0	FP	641:987|ad3e7efe-b4a9-41c6-bcba-16ae47c7ac1c	x	1124.113175	1171.000
	
R2_7_2	0	FP	643:1000|68abbe1b-7331-434f-b358-fa87c82f1545	j	144.602984	149.000
	
R1_73_1	0	FP	64:1007|052e4d42-3a9c-42b3-a89b-96f7534205a2	j	49.247241	402.000
	
R2_14_1	0	FP	64:1035|9a80d76e-1b07-4360-9a66-2cc3329dc5e7	j	676.875978	5372.000
	
R1_73_1	0	FP	64:1062|4eeab3d7-f65a-4975-8da4-664a6e2d7ad8	j	310.314256	2649.000
	
R1_22_1	0	FP	64:1105|9fcdbdbb-6d16-4859-82c7-3a0100840fa0	j	145.716339	1300.000
	
R2_14_1	0	FP	64:1142|2f1b95f0-357a-4f9a-921c-983f2d8105b9	j	724.320385	6749.000
	
R2_14_1	0	FP	64:1146|13423441-ced8-4f47-8091-9de8ee9cb268	j	719.517344	6802.000
	
R1_73_1	0	FP	64:1146|9895e7de-7f95-4e5b-972e-29de5416462a	j	785.619343	7587.000
	
R1_72_2	0	FP	64:1150|78c20a40-2aad-4bc1-b1f8-e83bd15cb418	o	1.172004	11.000
	
R2_14_1	0	FP	64:1154|a1850145-a544-4901-95a8-95a9886d2ae9	j	731.894804	6745.000
	
R1_73_1	0	FP	64:1307|924def01-255b-4f29-85c8-4a29b6315d1f	j	449.413108	5083.000
	
R1_73_1	0	FP	64:1368|928a5273-a9c8-4679-843a-82ff08aa8ddc	j	42.056312	509.000
	
R2_42_1	0	FP	64:1420|c2f5f098-fb07-4ffe-a2db-0b6e3ce6980b	j	111.440743	1403.000
	
R2_72_3	0	FP	64:1755|70336563-9eb3-4121-a785-973bf19c7348	j	157.868102	2538.000
	
R1_103_2	0	FP	64:1911|2d910145-4137-47da-9278-1539c7dbfa0e	j	165.351632	3014.000
	
R1_103_2	0	FP	64:1916|c7d131d5-8dc0-4daa-b31e-57bf334b603a	j	165.079217	2981.000
	
R1_73_1	0	FP	64:1968|dab41cc2-1d21-44fe-b94b-34966272fdc1	j	565.416731	10684.000
	
R1_73_1	0	FP	64:1985|7a6dda25-dfc7-4fae-a2d6-c0afb751624e	j	608.447809	11380.000
	
R1_14_1	0	FP	64:292|58b964e2-f1b2-4b15-bc25-0c67abb81d4e	o	2624.913776	417.000
	
R2_6_1	0	FP	64:631|3f46a7c9-9818-46ed-b317-abf1c80fe4bf	j	1068.485005	3617.000
	
R2_42_1	0	FP	64:651|dbfda85d-7924-426b-be5d-aa1eeb029a0e	j	609.504629	2360.000
	
R1_103_2	0	FP	64:657|df5ebbf7-0620-4a1b-88ea-c07847bfa7ac	x	0.000000	0.000
	
R2_14_1	0	FP	64:660|de17e323-d493-4a34-9626-beeaee3bac58	j	4906.302904	18775.000
	
R2_14_1	0	FP	64:668|7c3715fa-3ca6-49b2-8147-f8df300121e6	j	3944.620256	18757.000
	
R2_14_1	0	FP	64:676|7e72f758-b01f-4b8b-b4f8-db51448153dd	j	5039.189442	18713.000
	
R2_150_2	0	FP	64:690|4a68ee7c-9bfe-4e26-8e91-e28fb641b515	j	189.380201	744.000
	
R2_14_1	0	FP	64:693|4c34f0c3-5c97-47e4-abfc-2da6bda41279	j	3986.371117	18775.000
	
R2_14_1	0	FP	64:694|9be86f8d-8039-4d2b-bfb6-b4e06319d292	j	4744.323533	18746.000
	
R2_14_1	0	FP	64:703|7f93c158-dc13-4114-a7b5-2f48494fd8c2	j	313.841034	1503.000
	
R1_14_1	0	FP	64:750|c52d820c-b408-487d-b02b-0e499c33d102	k	3549.521593	17682.000
	
R2_154_1	0	FP	64:757|eabb97ad-d008-4d8e-bf38-cfad506d1c63	k	96.719536	484.000
	
R1_14_1	0	FP	64:761|5a4a6765-3fbe-4df3-9fab-d3ba67813098	k	3455.481920	17683.000
	
R1_92_1	0	FP	64:779|ffe9bfb3-78b7-4277-bc39-23a87e2aa912	j	242.468694	1271.000
	
R1_92_1	0	FP	64:790|e63e680d-1418-450c-ba35-3f7401a5bfca	j	239.186728	1289.000
	
R1_11_2	0	FP	64:876|94c89c72-9534-4c7f-8f67-c59bf3934786	j	1783.839784	11027.000
	
R2_154_2	0	FP	64:899|f5654954-0406-4e16-a9b8-42f16fa57db8	x	1.983152	13.000
	
R2_154_1	0	FP	64:900|b6f952f5-d65f-4539-9376-445fbf1961bb	j	1.885459	13.000
	
R2_154_2	0	FP	64:903|bb01f14e-dc44-4128-9fea-0ccbd83be7d8	s	2.180902	14.000
	
R2_65_1	0	FP	64:908|91d67e37-b3de-4123-b794-5d77712e2f9b	o	1112.468794	7494.000
	
R2_65_1	0	FP	64:947|2eb0fc84-c7f5-4829-82ac-9b04d21cb745	x	0.711164	5.000
	
R2_38_3	0	FP	64:961|06de3b4a-c18b-4ef6-9e01-8cb3bf521d13	j	881.710642	6239.000
	
R2_14_3	0	FP	64:994|5ffadc82-b02c-4e45-b09d-ce5e96ce3b67	j	697.176678	5320.000
	
R2_154_1	0	FP	64:999|55d43e59-3f53-415f-9221-96a4c5ff1055	k	255.881547	2025.000
	
R1_92_1	0	FP	65:1086|e315d350-b6d1-403d-afab-de0c87669490	j	179.763126	1156.000
	
R1_92_1	0	FP	65:1104|316f1e30-598a-4251-b127-9cd8de86e940	y	264.979557	2340.000
	
R2_14_1	0	FP	65:1104|db0f4105-829b-4483-99d8-b4c77d4f6beb	j	752.214315	6796.000
	
R2_14_1	0	FP	65:1128|6632ac58-59c8-4916-90fd-70f8575125dc	j	727.185768	6751.000
	
R2_14_1	0	FP	65:1170|6e6df88d-00c8-4fc6-ab17-a2297bbb430d	j	689.873276	6553.000
	
R1_73_1	0	FP	65:1353|48e8adc1-0c4a-4d66-8eea-1e211f72711a	j	718.803938	8431.000
	
R1_73_1	0	FP	65:1354|df75ff51-a77e-4d9c-a0e0-919c628e0280	j	724.553475	8400.000
	
R1_73_1	0	FP	65:1392|acc26fd3-b134-4123-9bad-c45f5196901a	j	301.260560	3994.000
	
R2_7_2	0	FP	65:1419|46b54466-1751-4d9d-852c-68d55fc0abd1	j	216.468929	3610.000
	
R2_42_1	0	FP	65:1446|366f9f8a-5128-4f3c-820d-536ffa2b1cb8	j	111.742205	1403.000
	
R1_92_1	0	FP	65:1714|e22ac733-9109-4f3d-873a-36697362c08a	j	93.750077	605.000
	
R2_7_2	0	FP	65:1786|8b0338bc-707e-4b5b-a348-da83b5160bb4	j	215.843091	3624.000
	
R2_7_2	0	FP	65:1803|f6f97ab0-3f0c-4fe8-9b8f-834ec13fd40e	j	215.180337	3608.000
	
R2_72_3	0	FP	65:1877|c121cc96-ea00-4179-baf1-abe695e8088b	j	148.500026	2611.000
	
R2_53_2	0	FP	65:1881|10ac2268-dad0-4e5a-b93f-3cd749e54846	j	106.879954	1757.000
	
R2_53_2	0	FP	65:1969|6cda4d8c-863b-4aa6-b84a-f39db97b30fa	j	106.732939	1757.000
	
R2_53_2	0	FP	65:1976|4f0a05bf-3238-4187-922c-c847fd981a7a	j	106.940785	1758.000
	
R1_103_2	0	FP	65:2389|cba66a47-c83e-4781-9244-966b3941a1ff	j	165.811714	3013.000
	
R2_65_1	0	FP	65:348|46ad39f4-4f21-46d7-a068-b3ffc814a413	x	0.000000	0.000
	
R1_73_2	0	FP	65:397|7c5ee727-365a-4302-bbbd-8a4354dc4330	o	85.079220	262.000
	
R2_6_1	0	FP	65:484|8de5786e-748b-49e4-b785-97258a5707fd	j	207.858213	393.000
	
R2_6_1	0	FP	65:609|fc0b00d5-c5dc-4323-b57c-66575cbcba79	j	1088.449809	3586.000
	
